अँग्रेज़	ãgrēza
शराफ़त	śarāfata
शराब	śarāba
शराबख़ानों	śarābaḵẖānō̃
शराबी	śarābī
शराबे	śarābē
श्रिनिवास	śrinivāsa
शरिया	śariyā
श्री	śrī
श्रीकांत	śrīkānta
श्रीगंगानगर	śrīgangānagara
श्रीधर	śrīdhara
श्रीधरन	śrīdharana
श्रीनगर	śrīnagara
श्रीनाथ	śrīnātha
श्रीनिवास	śrīnivāsa
श्रीनिवासन	śrīnivāsana
श्रीनिवासाचार्य	śrīnivāsācārya
श्रीपद	śrīpada
श्रीप्रकाश	śrīprakāśa
श्रीपाठक	śrīpāṭhaka
शरीफ	śarīpha
शरीफ़	śarīfa
श्रीमती	śrīmatī
शरीयत	śarīyata
शरीर	śarīra
श्रीराम	śrīrāma
श्रीलंका	śrīlankā
श्रीलंकाई	śrīlankāī
श्रीवास्तव	śrīvāstava
श्रीष	śrīṣa
श्रृँखला	śrṛ̃khalā
श्रृंखला	śrṛ̃khalā
श्रृंखलाओ	śrṛ̃khalāō
श्रृंखली	śrṛ̃khalī
श्रृद्धांजलि	śrṛddhāñjali
श्रेणियों	śrēṇiyō̃
श्रेणी	śrēṇī
श्रेय	śrēya
श्रेष्ठ	śrēṣṭha
श्रेष्ठा	śrēṣṭhā
श्रॉपशायर	śrôpaśāyara
श्रॉफ़	śrôfa
श्रोता	śrōtā
श्रोताओं	śrōtāō̃
शव	śava
शवयात्रा	śavayātrā
श्वार्ज़नेगर	śvārzanēgara
श्वार्ज़ेनेगर	śvārzēnēgara
श्वास	śvāsa
श्वेत	śvēta
श्वेता	śvētā
शवों	śavō̃
शहज़ादे	śahazādē
शहर	śahara
शहरयार	śaharayāra
शहरी	śaharī
शहरों	śaharō̃
शहाब	śahāba
शहाबुद्दिन	śahābuddina
शहाबुद्दीन	śahābuddīna
शहीद	śahīda
शहीदी	śahīdī
शहीर	śahīra
शाँतिपूर्ण	śā̃tipūrṇa
शांत	śānta
शांति	śānti
शांतिकाल	śāntikāla
शांतिनिकेतन	śāntinikētana
शांतिप्रिय	śāntipriya
शांतिपूर्ण	śāntipūrṇa
शांतिपूर्वक	śāntipūrvaka
शांतिवार्ता	śāntivārtā
शाउल	śāula
शाकालाका	śākālākā
शाकाहारी	śākāhārī
शाकिर	śākira
शाकिरा	śākirā
शाखा	śākhā
शाखाओं	śākhāō̃
शाद	śāda
शादाब	śādāba
शादियाँ	śādiyā̃
शादियों	śādiyō̃
शादी	śādī
शादीशुदा	śādīśudā
शान	śāna
शानदार	śānadāra
शानी	śānī
शाब्दिक	śābdika
शाबाशी	śābāśī
शाम	śāma
शामिल	śāmila
शामों	śāmō̃
शायद	śāyada
शायर	śāyara
शायरी	śāyarī
शारजाह	śārajāha
शारज़ाह	śārazāha
शारदा	śāradā
शारदानन्द	śāradānanda
शार्प	śārpa
शारापोवा	śārāpōvā
शारीरिक	śārīrika
शालिनी	śālinī
शालीन	śālīna
शाश्वत	śāśvata
शासक	śāsaka
शासकीय	śāsakīya
शास्त्र	śāstra
शास्त्री	śāstrī
शास्त्रीय	śāstrīya
शासन	śāsana
शासनकाल	śāsanakāla
शासित	śāsita
शाह	śāha
शाहजहाँ	śāhajahā̃
शाहनवाज़	śāhanavāza
शाहरुख	śāharukha
शाहरुख़	śāharuḵẖa
शाहरूख़	śāharūḵẖa
शाहिद	śāhida
शिंगपती	śingapatī
शिंदे	śindē
शिओयामा	śiōyāmā
शिकंजा	śikañjā
शिकंजे	śikañjē
शिक्ज़ेंटमिहालाई	śikzēṇṭamihālāī
शिकवों	śikavō̃
शिक्षक	śikṣaka
शिक्षकों	śikṣakō̃
शिक्षा	śikṣā
शिक्षाऐं	śikṣāaĩ
शिक्षार्थी	śikṣārthī
शिक्षिका	śikṣikā
शिक्षित	śikṣita
शिकस्त	śikasta
शिकागो	śikāgō
शिकायत	śikāyata
शिकायतें	śikāyatē̃
शिकायतों	śikāyatō̃
शिकार	śikāra
शिकारी	śikārī
शिकारे	śikārē
शिकोह	śikōha
शिकोहाबाद	śikōhābāda
शिखर	śikhara
शिनाख़्त	śināḵẖta
शिनावात्रा	śināvātrā
शिप	śipa
शिफा	śiphā
शिमला	śimalā
शिमान	śimāna
शिया	śiyā
शिरीष	śirīṣa
शिरोमणि	śirōmaṇi
शिलाखंड	śilākhaṇḍa
शिलापट	śilāpaṭa
शिव	śiva
शिवकांत	śivakānta
शिवदसानी	śivadasānī
शिवनारायण	śivanārāyaṇa
शिवपुर	śivapura
शिवराज	śivarāja
शिवरात्रि	śivarātri
शिवलाल	śivalāla
शिवसुंदर	śivasundara
शिवसेना	śivasēnā
शिवानंद	śivānanda
शिवानी	śivānī
शिविर	śivira
शिविरों	śivirō̃
शिवेंदर	śivēndara
शिशिर	śiśira
शिशु	śiśu
शिष्टभंग	śiṣṭabhanga
शिष्टमंडल	śiṣṭamaṇḍala
शिष्य	śiṣya
शिष्या	śiṣyā
शिष्यों	śiṣyō̃
शीघ्र	śīghra
शीत	śīta
शीतयुद्धकालीन	śītayuddhakālīna
शीतलवाड	śītalavāḍa
शीर्ण	śīrṇa
शीर्ष	śīrṣa
शीर्षक	śīrṣaka
शील्ड	śīlḍa
शीला	śīlā
शीलू	śīlū
शीशे	śīśē
शुक्र	śukra
शुक्रगुज़ार	śukraguzāra
शुक्रवार	śukravāra
शुक्राणु	śukrāṇu
शुक्राणुओं	śukrāṇuō̃
शुक्रिया	śukriyā
शुक्ल	śukla
शुक्ला	śuklā
शुद्ध	śuddha
शुद्धता	śuddhatā
शुभ	śubha
शुभकामना	śubhakāmanā
शुभकामनाएँ	śubhakāmanāē̃
शुभकामनाएं	śubhakāmanāē̃
शुभ्रांशु	śubhrā̃śu
शुमार	śumāra
शुरु	śuru
शुरुआत	śuruāta
शुरुआती	śuruātī
शुरू	śurū
शुरूआत	śurūāta
शुरूआती	śurūātī
शुल्क	śulka
शूटआउट	śūṭaāuṭa
शूटिंग	śūṭinga
शून्य	śūnya
शूमाकर	śūmākara
शूरवीरा	śūravīrā
शूरा	śūrā
शृंखला	śṛ̃khalā
शेईकिन	śēīkina
शेक्सपियर	śēksapiyara
शेक्सपीयर	śēksapīyara
शेख	śēkha
शेख़	śēḵẖa
शेख़चिल्ली	śēḵẖacillī
शेखपुरा	śēkhapurā
शेख़पुरा	śēḵẖapurā
शेखर	śēkhara
शेख़र	śēḵẖara
शेखावत	śēkhāvata
शेट्टी	śēṭṭī
शेन	śēna
शेफ़ील्ड	śēfīlḍa
शेयर	śēyara
शेयरधारकों	śēyaradhārakō̃
शेयरों	śēyarō̃
शेर	śēra
शेरगिल	śēragila
शेरवानी	śēravānī
शेरा	śērā
शेरावत	śērāvata
शेरॉन	śērôna
शेरोन	śērōna
शेलार	śēlāra
शेवचेन्को	śēvacēnkō
शेष	śēṣa
शैक्षिक	śaikṣika
शैतान	śaitāna
शैतानियत	śaitāniyata
शैतानी	śaitānī
शैतानों	śaitānō̃
शैरी	śairī
शैरोन	śairōna
शैली	śailī
शैलेश	śailēśa
शैवालों	śaivālō̃
शॉ	śô
शॉट	śôṭa
शॉट्स	śôṭsa
शॉन	śôna
शॉप	śôpa
शॉपिंग	śôpinga
शॉम्पनी	śômpanī
शॉम्पेन	śômpēna
शॉल	śôla
शो	śō
शोएब	śōēba
शोक	śōka
शोध	śōdha
शोधक	śōdhaka
शोधकर्त्ताओं	śōdhakarttāō̃
शोधकर्ता	śōdhakartā
शोधकर्ताओ	śōdhakartāō
शोधकर्ताओं	śōdhakartāō̃
शोधकार्य	śōdhakārya
शोधों	śōdhō̃
शोपुर	śōpura
शोफ़ील्ड	śōfīlḍa
शोभा	śōbhā
शोम	śōma
शोर	śōra
शोले	śōlē
शोषण	śōṣaṇa
शोहरत	śōharata
शौक	śauka
शौक़	śauqa
शौकत	śaukata
शौक़त	śauqata
शौकीन	śaukīna
शौकीनों	śaukīnō̃
शौक़ीनों	śauqīnō̃
शौचालयों	śaucālayō̃
शौचालाय	śaucālāya
शौहरत	śauharata
षडयंत्र	ṣaḍayantra
षड्यंत्र	ṣaḍyantra
षडयंत्रों	ṣaḍayantrō̃
सँभल	sam̐bhala
सँभाल	sam̐bhāla
सँभालना	sam̐bhālanā
सँभालेंगी	sam̐bhālēngī
सँवार	sam̐vāra
संकट	sankaṭa
संकटों	sankaṭō̃
संक्रमण	sankramaṇa
संक्रमित	sankramita
संकरे	sankarē
संकलन	sankalana
संकलने	sankalanē
संकल्प	sankalpa
संक्षिप्त	sankṣipta
संकाय	sankāya
संकेत	sankēta
संकेतों	sankētō̃
संकोच	sankōca
संख्या	saṁkhyā
संखला	saṁkhalā
संगकारा	sangakārā
संगट	sangaṭa
संगठ	sangaṭha
संगठन	sangaṭhana
संगठनों	sangaṭhanō̃
संग्रह	sangraha
संग्रहालय	sangrahālaya
संग्रहालयों	sangrahālayō̃
संग्रहों	sangrahō̃
संग्राम	sangrāma
संगरौला	sangaraulā
संगीत	sangīta
संगीतकार	sangītakāra
संगीतकारों	sangītakārō̃
संगीतमय	sangītamaya
संगोल्डा	sangōlḍā
संघ	sangha
संघर्ष	sangharṣa
संघर्षरत	sangharṣarata
संघर्षविराम	sangharṣavirāma
संघर्षों	sangharṣō̃
संघवी	sanghavī
संघीय	sanghīya
संघों	sanghō̃
संचार	sañcāra
संचारित	sañcārita
संचालक	sañcālaka
संचालन	sañcālana
संचालित	sañcālita
संजय	sañjaya
संजीदा	sañjīdā
संजीव	sañjīva
संजोते	sañjōtē
संजोने	sañjōnē
संजोये	sañjōyē
संत	santa
संतानोत्पत्ति	santānōtpatti
संताप	santāpa
संतुलित	santulita
संतुष्ट	santuṣṭa
संतुष्टि	santuṣṭi
संतोष	santōṣa
संतोषजनक	santōṣajanaka
संदर्भ	sandarbha
संदागिरी	sandāgirī
संदिग्ध	sandigdha
संदीप	sandīpa
संदेश	sandēśa
संदेशवाहक	sandēśavāhaka
संदेशों	sandēśō̃
संदेह	sandēha
संदेहास्पद	sandēhāspada
संध्या	sandhyā
संधान	sandhāna
संधि	sandhi
संधु	sandhu
संधू	sandhū
संन्यास	sannyāsa
संपत	sampata
संपत्ति	sampatti
संपत्तियों	sampattiyō̃
संपन्न	sampanna
संपन्नता	sampannatā
संपर्क	samparka
संप्रदाय	sampradāya
संप्रभु	samprabhu
संप्रभुता	samprabhutā
संपादक	sampādaka
संपादकों	sampādakō̃
संपादन	sampādana
संपूर्ण	sampūrṇa
संबंद्ध	sambanddha
संबंध	sambandha
संबंधित	sambandhita
संबंधियों	sambandhiyō̃
संबंधी	sambandhī
संबंधों	sambandhō̃
संबद्ध	sambaddha
संबोधन	sambōdhana
संबोधित	sambōdhita
संभल	sambhala
संभलने	sambhalanē
संभव	sambhava
संभवत	sambhavata
संभवतः	sambhavataḥ
संभाल	sambhāla
संभालते	sambhālatē
संभालना	sambhālanā
संभालने	sambhālanē
संभाला	sambhālā
संभाले	sambhālē
संभालेंगे	sambhālēngē
संभावना	sambhāvanā
संभावनाएँ	sambhāvanāē̃
संभावनाएं	sambhāvanāē̃
संभावनाओं	sambhāvanāō̃
संभावित	sambhāvita
संम्बधी	sammbadhī
संम्बधों	sammbadhō̃
संम्भवतः	sammbhavataḥ
संयंत्र	saṁyantra
संयंत्रों	saṁyantrō̃
